Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Block_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,256,off,asynchronous,1000,32,17.1263,10000,3986404,0,92925,0,21059,427,356703,92925,3983582,3893479,545
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,32,off,asynchronous,1000,32,17.4501,10000,4186892,0,293412,0,38381,4647,727474,293412,4183433,3893480,571
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,64,off,asynchronous,1000,32,17.2823,10000,4102806,0,209323,0,30573,2889,567062,209323,4098653,3893483,568
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,128,off,asynchronous,1000,32,17.8523,10000,4038195,0,144711,0,27041,1331,475067,144711,4036486,3893484,562
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,256,off,asynchronous,1000,32,17.3437,10000,4016586,0,123097,0,25392,812,435598,123097,4013884,3893489,562
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,32,off,asynchronous,1000,32,15.6498,10000,3893489,0,0,0,0,0,0,0,3893489,3893489,545
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,64,off,asynchronous,1000,32,15.4459,10000,3893489,0,0,0,0,0,0,0,3893489,3893489,551
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,128,off,asynchronous,1000,32,15.3928,10000,3893489,0,0,0,0,0,0,0,3893489,3893489,549
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,256,off,asynchronous,1000,32,15.6756,10000,3893489,0,0,0,0,0,0,0,3893489,3893489,554
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,32,off,asynchronous,1000,32,16.2231,10000,3951072,0,57583,0,17285,106,283026,57583,3949696,3893489,537
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,64,off,asynchronous,1000,32,15.9233,10000,3943620,0,50131,0,14632,75,241839,50131,3941436,3893489,551
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,128,off,asynchronous,1000,32,16.1,10000,3935388,0,41899,0,14079,43,228442,41899,3933857,3893489,548
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,256,off,asynchronous,1000,32,16.2176,10000,3930030,0,36541,0,12594,30,206753,36541,3928778,3893489,542
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,32,off,asynchronous,1000,32,16.6239,10000,4020028,0,126539,0,26098,736,450125,126539,4016294,3893489,549
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,64,off,asynchronous,1000,32,16.384,10000,3991576,0,98087,0,20846,509,352686,98087,3987880,3893489,548
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,128,off,asynchronous,1000,32,16.453,10000,3984731,0,91242,0,21159,455,357020,91242,3982235,3893489,546
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,256,off,asynchronous,1000,32,17.1421,10000,3999497,0,106008,0,22285,576,376538,106008,3995521,3893489,546
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,32,off,asynchronous,1000,32,17.5722,10000,4131030,0,237543,0,34832,3247,644567,237543,4128626,3893487,573
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,64,off,asynchronous,1000,32,17.5864,10000,4123642,0,230153,0,33926,3294,635669,230153,4122172,3893489,576
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,128,off,asynchronous,1000,32,17.8896,10000,4116076,0,222587,0,33964,2923,621689,222587,4113803,3893489,576
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,256,off,asynchronous,1000,32,17.3016,10000,4025335,0,131847,0,23633,1481,417789,131847,4025675,3893488,568
