Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000406394,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:16,1,off,asynchronous,1000,32,0.00139254,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000240981,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:50,1,off,asynchronous,1000,32,0.00027684,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000378525,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000535401,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000637399,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000260354,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000240488,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000400348,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000306646,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000520615,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:96,2,off,asynchronous,1000,32,0.000474434,10000,6,0,0,0,0,0,0,0,2,2,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000270091,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,8,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000279513,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000293474,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000177393,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000723525,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000225971,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000327746,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000323263,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000387027,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000844327,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000303194,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000198925,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000318623,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000359307,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.00118999,10000,6,0,0,0,0,0,0,0,1,1,0
